butter milk,shopping bags,,,,,,,,
rolls/buns,long life bakery product,,,,,,,,
frankfurter,dessert,,,,,,,,
whole milk,frozen vegetables,,,,,,,,
citrus fruit,baking powder,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,
soda,cat food,,,,,,,,
root vegetables,sliced cheese,,,,,,,,
whole milk,,,,,,,,,
soda,spread cheese,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,
rolls/buns,frankfurter,soda,canned fish,,,,,,
sausage,pasta,,,,,,,,
chocolate,hygiene articles,soups,,,,,,,
whole milk,pork,,,,,,,,
specialty bar,pasta,shopping bags,,,,,,,
whole milk,detergent,,,,,,,,
fruit/vegetable juice,bottled water,hard cheese,napkins,,,,,,
chicken,baking powder,,,,,,,,
butter,curd,,,,,,,,
butter milk,yogurt,sausage,canned beer,UHT-milk,,,,,
other vegetables,frozen vegetables,,,,,,,,
pork,whipped/sour cream,dishes,,,,,,,
whole milk,bottled beer,,,,,,,,
chicken,fruit/vegetable juice,finished products,meat,,,,,,
sausage,white wine,,,,,,,,
whole milk,yogurt,,,,,,,,
root vegetables,cleaner,,,,,,,,
tropical fruit,chocolate,curd,,,,,,,
whole milk,curd,,,,,,,,
citrus fruit,beef,shopping bags,cat food,,,,,,
other vegetables,frankfurter,canned beer,potato products,,,,,,
fruit/vegetable juice,long life bakery product,,,,,,,,
oil,pet care,cat food,,,,,,,
hamburger meat,dessert,baking powder,,,,,,,
bottled water,processed cheese,hair spray,,,,,,,
whole milk,honey,flower (seeds),,,,,,,
chicken,sugar,frozen fish,,,,,,,
fruit/vegetable juice,yogurt,domestic eggs,frozen vegetables,,,,,,
pip fruit,bottled beer,,,,,,,,
sausage,canned beer,,,,,,,,
pot plants,brown bread,,,,,,,,
rolls/buns,yogurt,,,,,,,,
chicken,yogurt,root vegetables,frozen potato products,hard cheese,UHT-milk,semi-finished bread,,,
bottled water,margarine,,,,,,,,
butter milk,yogurt,,,,,,,,
chocolate,liquor,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,
beef,fruit/vegetable juice,canned beer,,,,,,,
whole milk,specialty bar,frozen meals,kitchen towels,,,,,,
rolls/buns,sausage,ice cream,,,,,,,
whole milk,other vegetables,,,,,,,,
whole milk,other vegetables,,,,,,,,
candy,domestic eggs,,,,,,,,
ham,soda,,,,,,,,
ice cream,shopping bags,,,,,,,,
bottled water,curd,,,,,,,,
rolls/buns,yogurt,detergent,,,,,,,
chicken,domestic eggs,,,,,,,,
whole milk,shopping bags,salty snack,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,
other vegetables,chocolate,specialty bar,yogurt,napkins,,,,,
sausage,bottled beer,,,,,,,,
sparkling wine,bottled beer,whipped/sour cream,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,
root vegetables,waffles,,,,,,,,
whole milk,pasta,,,,,,,,
bottled water,shopping bags,,,,,,,,
whole milk,rolls/buns,,,,,,,,
other vegetables,frankfurter,,,,,,,,
bottled beer,candy,,,,,,,,
root vegetables,soda,,,,,,,,
hamburger meat,soda,hard cheese,,,,,,,
pastry,cat food,,,,,,,,
pasta,waffles,,,,,,,,
specialty chocolate,shopping bags,,,,,,,,
brown bread,oil,,,,,,,,
frankfurter,bottled beer,,,,,,,,
rolls/buns,,,,,,,,,
sausage,root vegetables,coffee,salty snack,,,,,,
ice cream,hygiene articles,,,,,,,,
other vegetables,pastry,,,,,,,,
frankfurter,pork,ketchup,,,,,,,
tropical fruit,yogurt,,,,,,,,
butter,oil,,,,,,,,
other vegetables,beef,,,,,,,,
yogurt,baking powder,,,,,,,,
other vegetables,berries,,,,,,,,
whole milk,margarine,salty snack,,,,,,,
ham,cat food,seasonal products,,,,,,,
whole milk,shopping bags,waffles,,,,,,,
newspapers,napkins,long life bakery product,,,,,,,
tropical fruit,chocolate,domestic eggs,,,,,,,
yogurt,newspapers,,,,,,,,
yogurt,frozen meals,margarine,dish cleaner,,,,,,
sausage,ketchup,,,,,,,,
whole milk,margarine,,,,,,,,
other vegetables,brown bread,domestic eggs,,,,,,,
bottled beer,oil,,,,,,,,
citrus fruit,beef,bottled water,ham,dishes,,,,,
tropical fruit,soda,,,,,,,,
root vegetables,dessert,,,,,,,,
brown bread,whipped/sour cream,,,,,,,,
cream cheese ,UHT-milk,waffles,,,,,,,
sausage,bottled beer,sliced cheese,,,,,,,
bottled water,ham,,,,,,,,
sugar,cat food,,,,,,,,
rolls/buns,yogurt,,,,,,,,
other vegetables,domestic eggs,,,,,,,,
yogurt,shopping bags,,,,,,,,
whole milk,yogurt,sausage,,,,,,,
frozen meals,UHT-milk,frozen vegetables,,,,,,,
soda,spices,,,,,,,,
rolls/buns,citrus fruit,soda,napkins,,,,,,
other vegetables,domestic eggs,,,,,,,,
whole milk,bottled water,domestic eggs,,,,,,,
tropical fruit,frozen vegetables,,,,,,,,
whole milk,cream cheese ,,,,,,,,
chicken,,,,,,,,,
sausage,curd,,,,,,,,
soups,preservation products,,,,,,,,
frankfurter,soda,,,,,,,,
other vegetables,bottled water,margarine,,,,,,,
fruit/vegetable juice,pastry,sliced cheese,,,,,,,
condensed milk,long life bakery product,,,,,,,,
sausage,pickled vegetables,,,,,,,,
root vegetables,meat,,,,,,,,
rolls/buns,yogurt,liquor (appetizer),,,,,,,
whole milk,citrus fruit,napkins,,,,,,,
other vegetables,citrus fruit,,,,,,,,
red/blush wine,specialty fat,,,,,,,,
cream cheese ,shopping bags,,,,,,,,
other vegetables,pastry,,,,,,,,
bottled water,pork,pastry,,,,,,,
other vegetables,bottled water,dessert,margarine,shopping bags,,,,,
tropical fruit,rolls/buns,pastry,liquor,sliced cheese,hygiene articles,napkins,dental care,,
pip fruit,flour,,,,,,,,
whole milk,napkins,,,,,,,,
soda,shopping bags,,,,,,,,
other vegetables,pork,,,,,,,,
whole milk,rolls/buns,,,,,,,,
frankfurter,yogurt,pastry,canned beer,,,,,,
tropical fruit,root vegetables,,,,,,,,
bottled water,yogurt,,,,,,,,
other vegetables,yogurt,soda,,,,,,,
sausage,hamburger meat,,,,,,,,
sausage,dessert,,,,,,,,
tropical fruit,root vegetables,,,,,,,,
frankfurter,margarine,,,,,,,,
pip fruit,rolls/buns,whipped/sour cream,,,,,,,
whole milk,beef,yogurt,beverages,,,,,,
berries,ham,,,,,,,,
frankfurter,fruit/vegetable juice,root vegetables,skin care,,,,,,
yogurt,pastry,,,,,,,,
whole milk,pork,,,,,,,,
hamburger meat,popcorn,,,,,,,,
yogurt,popcorn,,,,,,,,
tropical fruit,whole milk,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,
yogurt,curd,,,,,,,,
other vegetables,shopping bags,semi-finished bread,,,,,,,
tropical fruit,cat food,,,,,,,,
brown bread,root vegetables,,,,,,,,
dessert,salty snack,,,,,,,,
brown bread,hair spray,,,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,
citrus fruit,white wine,,,,,,,,
white bread,canned fish,,,,,,,,
butter,bottled water,root vegetables,red/blush wine,whipped/sour cream,,,,,
coffee,sugar,,,,,,,,
whole milk,onions,cling film/bags,,,,,,,
whole milk,long life bakery product,,,,,,,,
soda,pickled vegetables,,,,,,,,
bottled beer,long life bakery product,,,,,,,,
other vegetables,bottled beer,,,,,,,,
pastry,condensed milk,,,,,,,,
pastry,coffee,domestic eggs,,,,,,,
bottled water,liver loaf,,,,,,,,
rolls/buns,beef,coffee,,,,,,,
brown bread,specialty chocolate,domestic eggs,,,,,,,
pork,cereals,,,,,,,,
oil,potato products,,,,,,,,
onions,rum,,,,,,,,
tropical fruit,yogurt,,,,,,,,
frankfurter,syrup,,,,,,,,
rolls/buns,soda,frozen fish,,,,,,,
curd,dessert,,,,,,,,
instant coffee,mayonnaise,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,
domestic eggs,baking powder,,,,,,,,
pip fruit,soda,UHT-milk,,,,,,,
citrus fruit,coffee,soda,,,,,,,
frozen fish,mustard,,,,,,,,
other vegetables,sliced cheese,,,,,,,,
other vegetables,yogurt,,,,,,,,
beef,curd,,,,,,,,
tropical fruit,butter,sausage,detergent,newspapers,,,,,
pip fruit,soda,,,,,,,,
brown bread,meat,canned fish,,,,,,,
vinegar,hygiene articles,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,
herbs,soft cheese,,,,,,,,
beef,hamburger meat,,,,,,,,
chocolate,domestic eggs,,,,,,,,
other vegetables,finished products,,,,,,,,
citrus fruit,beef,brown bread,semi-finished bread,napkins,,,,,
other vegetables,sausage,,,,,,,,
salty snack,white bread,,,,,,,,
white bread,,,,,,,,,
whole milk,flour,dog food,dish cleaner,chewing gum,flower (seeds),,,,
coffee,sugar,,,,,,,,
canned beer,onions,dishes,,,,,,,
cream cheese ,onions,,,,,,,,
whole milk,domestic eggs,long life bakery product,,,,,,,
fruit/vegetable juice,yogurt,,,,,,,,
frankfurter,pork,,,,,,,,
beef,frozen vegetables,,,,,,,,
soda,snack products,,,,,,,,
citrus fruit,margarine,sliced cheese,,,,,,,
waffles,long life bakery product,,,,,,,,
pip fruit,root vegetables,,,,,,,,
tropical fruit,yogurt,,,,,,,,
sausage,pasta,,,,,,,,
tropical fruit,prosecco,,,,,,,,
rolls/buns,chewing gum,,,,,,,,
meat,domestic eggs,,,,,,,,
berries,condensed milk,frozen vegetables,cat food,tea,,,,,
whole milk,other vegetables,pork,coffee,tidbits,,,,,
chocolate,oil,,,,,,,,
whole milk,canned beer,shopping bags,,,,,,,
citrus fruit,newspapers,dessert,,,,,,,
whole milk,yogurt,shopping bags,,,,,,,
berries,frozen meals,,,,,,,,
tropical fruit,bottled beer,,,,,,,,
citrus fruit,salt,,,,,,,,
whole milk,soda,,,,,,,,
other vegetables,curd,,,,,,,,
tropical fruit,bottled beer,waffles,,,,,,,
grapes,ketchup,,,,,,,,
pot plants,chewing gum,,,,,,,,
frankfurter,bottled water,ham,shopping bags,specialty cheese,,,,,
whole milk,rolls/buns,citrus fruit,frankfurter,yogurt,bottled beer,candy,whipped/sour cream,,
chocolate,onions,,,,,,,,
candy,domestic eggs,,,,,,,,
coffee,nuts/prunes,,,,,,,,
other vegetables,fruit/vegetable juice,bottled beer,white bread,,,,,,
rolls/buns,pastry,,,,,,,,
rolls/buns,berries,,,,,,,,
frankfurter,yogurt,waffles,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,
misc. beverages,bottled beer,onions,dishes,,,,,,
whole milk,sausage,bottled beer,frozen vegetables,,,,,,
rolls/buns,candy,,,,,,,,
finished products,frozen vegetables,,,,,,,,
specialty chocolate,whipped/sour cream,,,,,,,,
chicken,margarine,long life bakery product,,,,,,,
soda,candy,,,,,,,,
other vegetables,frankfurter,specialty bar,,,,,,,
rolls/buns,berries,bottled beer,white bread,frozen dessert,rice,,,,
other vegetables,pastry,,,,,,,,
tropical fruit,butter,,,,,,,,
misc. beverages,oil,,,,,,,,
newspapers,white bread,,,,,,,,
pork,specialty chocolate,,,,,,,,
bottled beer,frozen fish,,,,,,,,
frankfurter,brown bread,,,,,,,,
whole milk,flour,,,,,,,,
pastry,soda,onions,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,
hamburger meat,margarine,cat food,,,,,,,
butter,cat food,roll products ,,,,,,,
whole milk,other vegetables,,,,,,,,
whole milk,yogurt,,,,,,,,
whole milk,dessert,,,,,,,,
rolls/buns,newspapers,,,,,,,,
misc. beverages,shopping bags,,,,,,,,
white bread,seasonal products,,,,,,,,
beef,cream cheese ,,,,,,,,
packaged fruit/vegetables,bottled beer,,,,,,,,
citrus fruit,napkins,,,,,,,,
whole milk,beverages,,,,,,,,
newspapers,frozen vegetables,,,,,,,,
specialty bar,canned beer,,,,,,,,
whole milk,other vegetables,,,,,,,,
pip fruit,other vegetables,domestic eggs,,,,,,,
canned beer,salty snack,,,,,,,,
whole milk,citrus fruit,,,,,,,,
citrus fruit,chewing gum,,,,,,,,
misc. beverages,domestic eggs,,,,,,,,
tropical fruit,sliced cheese,mustard,,,,,,,
grapes,onions,,,,,,,,
newspapers,napkins,,,,,,,,
butter,meat,,,,,,,,
curd,shopping bags,,,,,,,,
sausage,margarine,,,,,,,,
sparkling wine,shopping bags,,,,,,,,
sliced cheese,cat food,,,,,,,,
pip fruit,brown bread,sugar,soda,,,,,,
liquor,sliced cheese,hygiene articles,,,,,,,
citrus fruit,bottled water,dessert,,,,,,,
frankfurter,sausage,pastry,newspapers,honey,,,,,
fruit/vegetable juice,bottled water,pastry,,,,,,,
yogurt,sugar,onions,hygiene articles,long life bakery product,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,
rolls/buns,soda,curd,dessert,,,,,,
pastry,UHT-milk,,,,,,,,
whole milk,pet care,,,,,,,,
other vegetables,yogurt,,,,,,,,
fruit/vegetable juice,margarine,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,
whole milk,soda,,,,,,,,
pip fruit,rolls/buns,,,,,,,,
citrus fruit,butter,soda,hard cheese,,,,,,
whole milk,other vegetables,yogurt,bottled beer,hard cheese,,,,,
hygiene articles,skin care,,,,,,,,
yogurt,shopping bags,,,,,,,,
rolls/buns,frozen vegetables,,,,,,,,
curd,margarine,,,,,,,,
sausage,zwieback,jam,,,,,,,
pork,beverages,dishes,,,,,,,
root vegetables,processed cheese,,,,,,,,
butter,dessert,,,,,,,,
hamburger meat,root vegetables,,,,,,,,
citrus fruit,newspapers,,,,,,,,
whole milk,coffee,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,
frozen meals,bottled beer,,,,,,,,
root vegetables,white bread,,,,,,,,
hard cheese,soap,,,,,,,,
whole milk,packaged fruit/vegetables,photo/film,oil,,,,,,
other vegetables,rolls/buns,,,,,,,,
rolls/buns,sausage,,,,,,,,
canned beer,onions,,,,,,,,
other vegetables,meat,,,,,,,,
bottled water,sugar,,,,,,,,
yogurt,brown bread,,,,,,,,
specialty bar,yogurt,,,,,,,,
whole milk,other vegetables,rolls/buns,sausage,hamburger meat,whipped/sour cream,white bread,liver loaf,,
bottled beer,nut snack,,,,,,,,
pip fruit,soda,,,,,,,,
whole milk,rolls/buns,bottled beer,,,,,,,
whole milk,finished products,,,,,,,,
other vegetables,yogurt,,,,,,,,
beef,newspapers,,,,,,,,
other vegetables,pot plants,,,,,,,,
dessert,UHT-milk,margarine,,,,,,,
bottled water,beverages,,,,,,,,
whole milk,other vegetables,pot plants,,,,,,,
whole milk,UHT-milk,,,,,,,,
whole milk,UHT-milk,,,,,,,,
frozen meals,cake bar,,,,,,,,
other vegetables,oil,,,,,,,,
root vegetables,sliced cheese,white bread,,,,,,,
soda,ice cream,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,
cream cheese ,candy,,,,,,,,
sausage,soda,,,,,,,,
whole milk,semi-finished bread,,,,,,,,
rolls/buns,sausage,,,,,,,,
tropical fruit,other vegetables,pot plants,berries,shopping bags,,,,,
beef,soda,,,,,,,,
butter,frozen vegetables,,,,,,,,
whole milk,root vegetables,,,,,,,,
beef,ice cream,,,,,,,,
whole milk,sausage,,,,,,,,
pip fruit,yogurt,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,
citrus fruit,beef,,,,,,,,
butter,root vegetables,,,,,,,,
whole milk,frankfurter,flour,domestic eggs,,,,,,
whole milk,canned beer,,,,,,,,
flour,sugar,,,,,,,,
canned beer,white bread,,,,,,,,
whole milk,chicken,frozen meals,bottled beer,whipped/sour cream,,,,,
rolls/buns,specialty bar,,,,,,,,
pip fruit,rum,,,,,,,,
tropical fruit,fruit/vegetable juice,,,,,,,,
sausage,margarine,,,,,,,,
fruit/vegetable juice,soda,,,,,,,,
sausage,seasonal products,,,,,,,,
whole milk,other vegetables,canned beer,,,,,,,
rolls/buns,white wine,,,,,,,,
citrus fruit,yogurt,,,,,,,,
butter,red/blush wine,,,,,,,,
ham,bottled beer,,,,,,,,
other vegetables,frankfurter,,,,,,,,
canned beer,dog food,,,,,,,,
other vegetables,onions,,,,,,,,
rolls/buns,pickled vegetables,margarine,shopping bags,,,,,,
whole milk,canned beer,red/blush wine,cream cheese ,shopping bags,,,,,
tropical fruit,whole milk,frozen vegetables,snack products,,,,,,
citrus fruit,root vegetables,,,,,,,,
fruit/vegetable juice,ice cream,,,,,,,,
frankfurter,hamburger meat,,,,,,,,
whole milk,pastry,napkins,,,,,,,
napkins,soft cheese,,,,,,,,
other vegetables,white wine,napkins,,,,,,,
whole milk,fruit/vegetable juice,,,,,,,,
butter,pickled vegetables,,,,,,,,
rolls/buns,chocolate,soda,,,,,,,
other vegetables,sugar,,,,,,,,
pastry,bottled beer,cream cheese ,,,,,,,
yogurt,root vegetables,oil,,,,,,,
other vegetables,bottled beer,,,,,,,,
yogurt,sausage,,,,,,,,
yogurt,coffee,frozen meals,domestic eggs,liver loaf,flower (seeds),,,,
rolls/buns,canned beer,softener,,,,,,,
bottled water,frozen vegetables,,,,,,,,
butter,soda,oil,,,,,,,
whole milk,sausage,,,,,,,,
citrus fruit,yogurt,ice cream,soups,,,,,,
frozen meals,canned vegetables,,,,,,,,
whole milk,butter,,,,,,,,
flour,white wine,canned vegetables,,,,,,,
turkey,whipped/sour cream,,,,,,,,
soda,cream cheese ,,,,,,,,
tropical fruit,pastry,,,,,,,,
other vegetables,salt,,,,,,,,
yogurt,cookware,,,,,,,,
whole milk,bottled beer,,,,,,,,
specialty cheese,napkins,,,,,,,,
yogurt,pastry,herbs,whipped/sour cream,canned fish,,,,,
curd cheese,herbs,white bread,,,,,,,
sausage,beverages,,,,,,,,
bottled water,white bread,,,,,,,,
frankfurter,prosecco,,,,,,,,
whole milk,berries,margarine,,,,,,,
whole milk,frozen meals,,,,,,,,
whole milk,pastry,,,,,,,,
whole milk,pip fruit,,,,,,,,
coffee,ham,,,,,,,,
frozen meals,sauces,,,,,,,,
rolls/buns,dessert,,,,,,,,
sugar,dish cleaner,,,,,,,,
soda,oil,waffles,,,,,,,
whole milk,chicken,,,,,,,,
whole milk,canned fruit,,,,,,,,
hamburger meat,candy,napkins,,,,,,,
sugar,popcorn,bottled beer,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,
cream cheese ,mustard,,,,,,,,
whole milk,napkins,,,,,,,,
beef,jam,flower (seeds),,,,,,,
dessert,napkins,long life bakery product,,,,,,,
root vegetables,whipped/sour cream,waffles,,,,,,,
whole milk,root vegetables,,,,,,,,
whole milk,yogurt,,,,,,,,
chicken,yogurt,,,,,,,,
frozen meals,cream cheese ,,,,,,,,
tropical fruit,frozen dessert,napkins,,,,,,,
bottled water,sparkling wine,,,,,,,,
beef,detergent,shopping bags,waffles,,,,,,
other vegetables,soda,,,,,,,,
ham,canned fruit,,,,,,,,
butter milk,yogurt,bottled beer,,,,,,,
butter milk,sugar,photo/film,,,,,,,
rolls/buns,soda,meat,,,,,,,
tropical fruit,canned beer,margarine,,,,,,,
misc. beverages,shopping bags,,,,,,,,
whole milk,salty snack,,,,,,,,
citrus fruit,pastry,,,,,,,,
frankfurter,chocolate,,,,,,,,
rolls/buns,canned fish,,,,,,,,
soda,,,,,,,,,
ham,frozen meals,specialty chocolate,roll products ,,,,,,
whole milk,rolls/buns,fruit/vegetable juice,napkins,mustard,,,,,
other vegetables,beverages,,,,,,,,
berries,red/blush wine,,,,,,,,
butter milk,meat,,,,,,,,
zwieback,rice,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,
pot plants,bottled water,yogurt,,,,,,,
butter,sausage,,,,,,,,
frozen meals,jam,,,,,,,,
rolls/buns,packaged fruit/vegetables,root vegetables,napkins,soft cheese,,,,,
pastry,chewing gum,,,,,,,,
pip fruit,other vegetables,root vegetables,canned beer,,,,,,
rolls/buns,pastry,,,,,,,,
rolls/buns,fruit/vegetable juice,hygiene articles,,,,,,,
chicken,yogurt,,,,,,,,
whole milk,soda,margarine,softener,,,,,,
hamburger meat,white bread,,,,,,,,
bottled water,pastry,soda,,,,,,,
fruit/vegetable juice,cream cheese ,,,,,,,,
whole milk,pastry,,,,,,,,
tropical fruit,frozen dessert,,,,,,,,
citrus fruit,ham,,,,,,,,
whole milk,yogurt,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,
whole milk,rolls/buns,,,,,,,,
coffee,domestic eggs,mayonnaise,,,,,,,
tropical fruit,herbs,,,,,,,,
rolls/buns,onions,,,,,,,,
brown bread,soda,shopping bags,,,,,,,
chicken,soda,napkins,,,,,,,
root vegetables,newspapers,,,,,,,,
whole milk,house keeping products,,,,,,,,
misc. beverages,white bread,,,,,,,,
shopping bags,ready soups,,,,,,,,
whole milk,pork,pastry,condensed milk,,,,,,
frankfurter,butter milk,bottled water,curd,,,,,,
whole milk,other vegetables,bottled water,yogurt,newspapers,pet care,,,,
fruit/vegetable juice,herbs,,,,,,,,
yogurt,brown bread,,,,,,,,
chicken,soda,,,,,,,,
whole milk,rolls/buns,bottled water,,,,,,,
chocolate,white bread,,,,,,,,
whole milk,shopping bags,,,,,,,,
citrus fruit,butter,,,,,,,,
whole milk,other vegetables,,,,,,,,
other vegetables,berries,,,,,,,,
other vegetables,liquor (appetizer),,,,,,,,
white bread,hygiene articles,,,,,,,,
rolls/buns,bottled beer,,,,,,,,
root vegetables,napkins,,,,,,,,
whole milk,bottled beer,hard cheese,shopping bags,candles,jam,,,,
chewing gum,prosecco,,,,,,,,
tropical fruit,frankfurter,mustard,,,,,,,
chocolate,long life bakery product,,,,,,,,
ham,female sanitary products,,,,,,,,
butter milk,oil,,,,,,,,
root vegetables,newspapers,,,,,,,,
pastry,cream cheese ,,,,,,,,
bottled beer,hygiene articles,,,,,,,,
other vegetables,candy,,,,,,,,
UHT-milk,whipped/sour cream,,,,,,,,
pip fruit,pork,canned beer,white bread,,,,,,
bottled water,yogurt,,,,,,,,
whole milk,soda,,,,,,,,
rolls/buns,yogurt,,,,,,,,
brown bread,salty snack,napkins,,,,,,,
citrus fruit,specialty cheese,,,,,,,,
whole milk,waffles,,,,,,,,
pastry,hygiene articles,,,,,,,,
butter,newspapers,,,,,,,,
rolls/buns,butter milk,sliced cheese,,,,,,,
sparkling wine,beverages,,,,,,,,
frozen vegetables,white bread,,,,,,,,
ham,chewing gum,,,,,,,,
shopping bags,hygiene articles,,,,,,,,
whole milk,frankfurter,butter,soda,,,,,,
flour,specialty chocolate,,,,,,,,
yogurt,specialty cheese,,,,,,,,
other vegetables,whipped/sour cream,salty snack,,,,,,,
pork,pastry,,,,,,,,
red/blush wine,newspapers,,,,,,,,
rolls/buns,sausage,,,,,,,,
whole milk,grapes,,,,,,,,
other vegetables,rolls/buns,pork,,,,,,,
rolls/buns,yogurt,newspapers,,,,,,,
tropical fruit,bottled beer,white wine,,,,,,,
pip fruit,yogurt,salty snack,,,,,,,
pork,condensed milk,,,,,,,,
frozen meals,curd,,,,,,,,
bottled water,berries,,,,,,,,
rolls/buns,coffee,detergent,pasta,,,,,,
misc. beverages,cream cheese ,,,,,,,,
hygiene articles,tea,,,,,,,,
tropical fruit,other vegetables,,,,,,,,
tropical fruit,whole milk,,,,,,,,
canned vegetables,cat food,,,,,,,,
bottled water,hamburger meat,,,,,,,,
soda,domestic eggs,frozen vegetables,dishes,,,,,,
beef,chicken,,,,,,,,
yogurt,newspapers,semi-finished bread,,,,,,,
fruit/vegetable juice,canned beer,bottled beer,,,,,,,
root vegetables,pastry,,,,,,,,
other vegetables,citrus fruit,,,,,,,,
beef,curd,,,,,,,,
pip fruit,butter milk,frozen vegetables,,,,,,,
chicken,frozen meals,herbs,,,,,,,
rolls/buns,citrus fruit,canned fish,,,,,,,
hamburger meat,pastry,flour,,,,,,,
newspapers,cream cheese ,long life bakery product,,,,,,,
whole milk,margarine,long life bakery product,,,,,,,
whole milk,frozen dessert,,,,,,,,
whole milk,other vegetables,,,,,,,,
whole milk,butter,,,,,,,,
citrus fruit,beef,root vegetables,frozen dessert,,,,,,
cream cheese ,female sanitary products,,,,,,,,
shopping bags,rum,whisky,,,,,,,
pip fruit,other vegetables,,,,,,,,
rolls/buns,cream cheese ,,,,,,,,
rolls/buns,frozen potato products,frozen vegetables,dish cleaner,,,,,,
pip fruit,chocolate,white wine,,,,,,,
rolls/buns,bottled water,,,,,,,,
whole milk,sausage,,,,,,,,
brown bread,frozen fish,,,,,,,,
tropical fruit,bottled water,dessert,white bread,,,,,,
whole milk,bottled beer,hard cheese,liquor (appetizer),,,,,,
rolls/buns,ham,,,,,,,,
sliced cheese,specialty cheese,,,,,,,,
rolls/buns,frozen potato products,,,,,,,,
whole milk,other vegetables,,,,,,,,
frozen meals,,,,,,,,,
citrus fruit,flour,,,,,,,,
sausage,dish cleaner,,,,,,,,
soda,newspapers,female sanitary products,,,,,,,
beef,butter,,,,,,,,
pork,coffee,margarine,,,,,,,
specialty chocolate,frozen vegetables,,,,,,,,
yogurt,dishes,,,,,,,,
frankfurter,bottled water,,,,,,,,
tropical fruit,yogurt,,,,,,,,
other vegetables,specialty bar,chewing gum,,,,,,,
brown bread,frozen dessert,,,,,,,,
whole milk,coffee,,,,,,,,
other vegetables,packaged fruit/vegetables,,,,,,,,
misc. beverages,domestic eggs,sliced cheese,,,,,,,
beef,specialty chocolate,,,,,,,,
pip fruit,packaged fruit/vegetables,root vegetables,sliced cheese,,,,,,
root vegetables,whipped/sour cream,salty snack,,,,,,,
pip fruit,white wine,shopping bags,,,,,,,
pip fruit,tidbits,,,,,,,,
dessert,white bread,mustard,,,,,,,
tropical fruit,frozen fruits,,,,,,,,
beef,bottled water,,,,,,,,
rolls/buns,fruit/vegetable juice,sugar,,,,,,,
whole milk,rolls/buns,butter,onions,,,,,,
tropical fruit,,,,,,,,,
yogurt,pork,,,,,,,,
rolls/buns,yogurt,herbs,soft cheese,,,,,,
whole milk,frankfurter,curd,canned vegetables,,,,,,
rolls/buns,misc. beverages,soda,,,,,,,
pork,sugar,,,,,,,,
whole milk,UHT-milk,,,,,,,,
canned beer,curd cheese,,,,,,,,
other vegetables,soda,,,,,,,,
pip fruit,flower (seeds),,,,,,,,
sausage,long life bakery product,,,,,,,,
beef,onions,,,,,,,,
pip fruit,rolls/buns,chicken,pastry,frozen meals,,,,,
herbs,curd,,,,,,,,
citrus fruit,female sanitary products,,,,,,,,
bottled water,turkey,,,,,,,,
whole milk,other vegetables,sausage,root vegetables,pork,soda,domestic eggs,shopping bags,vinegar,
citrus fruit,soda,ice cream,,,,,,,
fish,hard cheese,pickled vegetables,,,,,,,
chicken,pork,newspapers,,,,,,,
pip fruit,brandy,,,,,,,,
whole milk,yogurt,,,,,,,,
sausage,white bread,,,,,,,,
citrus fruit,grapes,,,,,,,,
shopping bags,zwieback,kitchen towels,,,,,,,
sausage,beverages,,,,,,,,
tropical fruit,soda,detergent,margarine,,,,,,
chicken,bottled water,ice cream,,,,,,,
whole milk,citrus fruit,fruit/vegetable juice,dishes,,,,,,
tropical fruit,other vegetables,,,,,,,,
other vegetables,misc. beverages,,,,,,,,
root vegetables,soda,,,,,,,,
tropical fruit,pip fruit,prosecco,,,,,,,
rolls/buns,hamburger meat,,,,,,,,
specialty chocolate,liver loaf,,,,,,,,
citrus fruit,onions,,,,,,,,
yogurt,seasonal products,,,,,,,,
ham,onions,,,,,,,,
pork,frozen dessert,,,,,,,,
citrus fruit,canned beer,,,,,,,,
whole milk,bottled water,,,,,,,,
whole milk,rolls/buns,salty snack,,,,,,,
rolls/buns,brown bread,whipped/sour cream,,,,,,,
rolls/buns,cake bar,,,,,,,,
other vegetables,rolls/buns,frozen vegetables,,,,,,,
fruit/vegetable juice,beverages,,,,,,,,
specialty bar,soda,,,,,,,,
dog food,pet care,,,,,,,,
pip fruit,rolls/buns,bottled water,popcorn,,,,,,
butter,soda,,,,,,,,
